codice_sku,nome_prodotto,marca,categoria,sottocategoria,unita_misura,quantita_disponibile,quantita_minima,stato_scorte,prezzo_acquisto_eur,prezzo_vendita_eur,margine_pct,iva_pct,fornitore,scaffale,data_scadenza
SKU14270,Rosmarino essiccato,Carli,Condimenti e Spezie,Spezie,ml,116,12,OK,2.22,2.62,18.0,10,Continental Trade,C06,2026-10-06
SKU14272,Taralli pugliesi,Mulino Bianco,Pane e Bakery,Pane,g,239,25,OK,3.35,3.87,15.5,10,BioItalia Srl,B07,2026-07-20
SKU14275,Rosmarino essiccato,Bertolli,Condimenti e Spezie,Salse,g,27,30,CRITICO,22.25,25.67,15.4,10,Nord Food SpA,D07,2027-02-13
SKU14283,Carta igienica x4 resistente,Lenor,Pulizia Casa,Detersivi cucina,ml,39,20,OK,22.89,29.14,27.3,22,Continental Trade,L13,2028-12-24
SKU14292,Latte parzialmente scremato,Yomo,Latticini e Uova,Yogurt,conf,130,8,OK,1.53,2.09,36.6,10,Distribuzione Sud Srl,D13,2026-07-04
SKU14296,Taralli pugliesi,Galbusera,Pane e Bakery,Fette biscottate,conf,98,26,OK,10.09,12.76,26.5,10,Nord Food SpA,I06,2026-07-13
SKU14298,Merluzzo filetto,Callipo,Pesce,Pesce fresco,kg,92,8,OK,10.2,14.24,39.6,10,Fresh Logistics Srl,C09,2026-06-30
SKU14305,Pizza margherita surgelata,Rana,Surgelati,Piatti pronti,conf,175,26,OK,5.32,7.02,32.0,10,Import & Export Frescura,F15,2026-12-09
SKU14310,Popcorn al burro,Bauli,Dolci e Snack,Biscotti,g,204,27,OK,26.14,38.54,47.4,22,Agrimax Coop,L03,2027-02-21
SKU14316,Costolette di maiale,Natura+,Carne,Pollame,kg,245,18,OK,22.87,27.34,19.5,10,Nord Food SpA,F08,2026-06-30
SKU14319,Lucidante mobili spray,Scottex,Pulizia Casa,Carta casa,rotoli,249,27,OK,9.15,12.07,31.9,22,Macro Distribuzione,C06,2028-11-10
SKU14326,Pane azzimo,SmartBuy,Pane e Bakery,Pane,conf,98,12,OK,15.09,20.57,36.3,10,Frigo Transport SpA,I15,2026-08-08
SKU14330,Balsamo capelli 200ml,L'Oréal,Igiene Personale,Rasatura,ml,92,5,OK,10.32,12.71,23.2,22,Nord Food SpA,B01,2029-06-10
SKU14336,Detersivo lavastoviglie polvere 3kg,Ace,Pulizia Casa,Carta casa,L,248,22,OK,13.05,19.37,48.4,22,BioItalia Srl,D13,2027-10-18
SKU14339,Mascarpone,Sterilgarda,Latticini e Uova,Latte,L,95,18,OK,20.61,29.44,42.8,10,Fresh Logistics Srl,B04,2026-08-02
SKU14342,Uva nera,Bonduelle,Frutta e Verdura,Funghi,conf,145,5,OK,4.21,5.25,24.7,4,Agrimax Coop,I01,2026-07-09
SKU14345,Dentifricio classico 75ml,Head & Shoulders,Igiene Personale,Rasatura,pz,86,28,OK,26.58,35.57,33.8,22,Distribuzione Sud Srl,E14,2028-02-08
SKU14348,Erba cipollina,MarcaRe,Frutta e Verdura,Funghi,pz,2,10,CRITICO,17.04,20.78,21.9,4,Mediterr. Foods,J07,2026-07-09
SKU14353,Tè freddo alla pesca,Fanta,Bevande,Acqua,pz,69,10,OK,19.95,26.32,31.9,22,Agrimax Coop,D10,2028-02-06
SKU14354,Cozze,Rio Mare,Pesce,Pesce fresco,conf,215,24,OK,23.08,35.55,54.0,10,Mediterr. Foods,I03,2026-07-03
SKU14361,Baguette,Mulino Bianco,Pane e Bakery,Pane,g,69,11,OK,22.55,31.77,40.9,10,Nord Food SpA,G03,2026-08-10
SKU14367,Melone,Bonduelle,Frutta e Verdura,Frutta fresca,mazzo,152,11,OK,4.81,5.74,19.3,4,BioItalia Srl,J07,2026-07-01
SKU14368,Salmone affumicato,Rio Mare,Pesce,Pesce conservato,kg,202,23,OK,27.35,37.63,37.6,10,Distribuzione Sud Srl,F06,2026-06-29
SKU14373,Cocco,Bonduelle,Frutta e Verdura,Funghi,mazzo,192,15,OK,26.86,36.26,35.0,4,Agrimax Coop,L15,2026-07-08
SKU14375,Capperi sotto sale,Star,Conserve e Legumi,Condimenti,ml,6,9,CRITICO,3.1,4.57,47.4,10,Fresh Logistics Srl,A10,2027-10-16
SKU14378,Wurstel classici,MarcaRe,Carne,Suino,pz,59,27,OK,24.82,29.47,18.7,10,Agrimax Coop,C12,2026-07-06
SKU14387,Spazzolino manuale x2,Head & Shoulders,Igiene Personale,Cura capelli,g,201,19,OK,14.8,21.57,45.7,22,Import & Export Frescura,G03,2029-11-24
SKU14388,Crema mani 100ml,L'Oréal,Igiene Personale,Cura capelli,pz,245,7,OK,6.08,8.48,39.5,22,Mediterr. Foods,B10,2027-07-26
SKU14391,Sgrassatore cucina spray,Dash,Pulizia Casa,Superfici,L,239,10,OK,14.12,18.81,33.2,22,Nord Food SpA,E12,2029-07-09
SKU14397,Parmigiano Reggiano 24m,Grana Padano DOP,Latticini e Uova,Burro e Panna,kg,250,20,OK,19.99,26.67,33.4,10,Agrimax Coop,C02,2026-08-08
SKU14405,Lamponi,Bonduelle,Frutta e Verdura,Funghi,mazzo,33,26,OK,11.41,17.03,49.3,4,Continental Trade,K10,2026-07-03
SKU14411,Yogurt alla fragola,Müller,Latticini e Uova,Uova,L,10,26,CRITICO,12.77,19.17,50.1,10,BioItalia Srl,L15,2026-08-07
SKU14412,Arrosto di manzo,Fiorucci,Carne,Salumi,conf,57,7,OK,10.71,14.76,37.8,10,Nord Food SpA,F15,2026-07-05
SKU14420,Pepe in grani,Heinz,Condimenti e Spezie,Spezie,L,234,8,OK,3.32,4.06,22.3,10,BioItalia Srl,G13,2027-08-26
SKU14422,Mais in scatola,Star,Conserve e Legumi,Verdure conservate,ml,29,20,OK,13.77,19.7,43.1,10,Distribuzione Sud Srl,J05,2027-05-31
SKU14430,Wurstel di pollo,Beretta,Carne,Salumi,kg,198,24,OK,9.17,10.66,16.2,10,Macro Distribuzione,H06,2026-07-05
SKU14434,Ciliegie,Natura+,Frutta e Verdura,Frutta fresca,mazzo,36,7,OK,7.77,10.91,40.4,4,Frigo Transport SpA,B06,2026-07-02
SKU14442,Fette biscottate integrali,Galbusera,Pane e Bakery,Grissini e Crackers,pz,23,6,OK,18.85,23.63,25.4,10,Import & Export Frescura,C13,2026-07-15
SKU14448,Fette biscottate classiche,SmartBuy,Pane e Bakery,Grissini e Crackers,conf,111,27,OK,19.38,23.53,21.4,10,Fresh Logistics Srl,G10,2026-07-03
SKU14457,Fazzoletti x10 pacchetti,Lysoform,Pulizia Casa,Superfici,g,37,24,OK,2.46,3.49,41.9,22,Distribuzione Sud Srl,C09,2030-01-20
SKU14460,Cioccolato bianco,Mulino Bianco,Dolci e Snack,Biscotti,pz,133,13,OK,22.24,31.57,42.0,22,Agrimax Coop,K13,2027-12-28
SKU14462,Ciliegie,EasyShop,Frutta e Verdura,Funghi,conf,153,10,OK,11.94,16.34,36.9,4,Macro Distribuzione,D09,2026-07-01
SKU14463,Olive nere,Mutti,Conserve e Legumi,Condimenti,pz,179,8,OK,8.66,11.02,27.3,10,Mediterr. Foods,H01,2028-02-16
SKU14469,Carciofi sott'olio,Heinz,Conserve e Legumi,Legumi,ml,237,8,OK,14.79,21.53,45.6,10,Frigo Transport SpA,G06,2027-06-22
SKU14478,"Coca-Cola zero 1,5L",Peroni,Bevande,Alcol,cl,176,26,OK,12.37,15.64,26.4,22,Fresh Logistics Srl,B11,2027-03-22
SKU14480,Latte parzialmente scremato,Müller,Latticini e Uova,Uova,g,192,28,OK,26.13,31.13,19.1,10,Nord Food SpA,K13,2026-07-31
SKU14489,Prosecco DOC 750ml,Nestlé Pure Life,Bevande,Alcol,pz,57,11,OK,18.8,28.02,49.0,22,Nord Food SpA,D06,2029-05-17
SKU14497,Panna fresca,Yomo,Latticini e Uova,Yogurt,L,180,25,OK,25.62,33.69,31.5,10,Macro Distribuzione,D13,2026-08-04
SKU14502,Pasta fresca all'uovo,Garofalo,Pasta e Riso,Pasta lunga,g,172,18,OK,8.81,13.31,51.1,4,Frigo Transport SpA,A09,2027-01-07
SKU14503,Salsiccia suina,Fiorucci,Carne,Salumi,kg,61,18,OK,9.58,14.69,53.3,10,Fresh Logistics Srl,K15,2026-07-04
SKU14504,Carta igienica x4 resistente,Regina,Pulizia Casa,Carta casa,g,44,28,OK,3.87,5.44,40.6,22,Continental Trade,C11,2029-12-07
SKU14508,Ricotta vaccina,Müller,Latticini e Uova,Burro e Panna,g,215,17,OK,3.58,4.94,38.0,10,Agrimax Coop,F08,2026-07-16
SKU14510,Latte parzialmente scremato,Sterilgarda,Latticini e Uova,Uova,g,7,9,CRITICO,0.62,0.9,45.2,10,Nord Food SpA,J12,2026-07-27
SKU14511,Gel doccia neutro 500ml,Oral-B,Igiene Personale,Cura capelli,g,61,10,OK,17.87,26.11,46.1,22,BioItalia Srl,J03,2028-11-09
SKU14518,Candeggina classica 1L,Ariel,Pulizia Casa,Detersivi lavatrice,ml,5,25,CRITICO,7.92,12.07,52.4,22,Mediterr. Foods,K03,2028-03-03
SKU14520,Braciole di maiale,Fiorucci,Carne,Pollame,kg,216,20,OK,25.08,29.77,18.7,10,Frigo Transport SpA,B11,2026-07-05
SKU14521,Pane di segale,MarcaRe,Pane e Bakery,Grissini e Crackers,g,162,15,OK,6.13,8.08,31.8,10,Agrimax Coop,F02,2026-07-03
SKU14524,Origano,Knorr,Condimenti e Spezie,Spezie,g,88,15,OK,17.1,19.88,16.3,10,Fresh Logistics Srl,J05,2026-09-29
SKU14527,Gamberetti surgelati,Findus,Surgelati,Pesce surgelato,g,132,5,OK,5.64,6.55,16.1,10,Macro Distribuzione,B15,2027-04-04
SKU14528,Concentrato di pomodoro 200g,Cirio,Conserve e Legumi,Verdure conservate,ml,68,9,OK,2.61,3.72,42.5,10,BioItalia Srl,B09,2027-12-14
SKU14537,Maionese 250g,Heinz,Condimenti e Spezie,Spezie,ml,242,21,OK,20.94,28.23,34.8,10,Import & Export Frescura,C15,2027-04-14
SKU14542,Panini al latte,Gran Cereale,Pane e Bakery,Grissini e Crackers,pz,124,28,OK,4.89,6.03,23.3,10,Frigo Transport SpA,K03,2026-07-20
SKU14548,"Acqua frizzante 0,5L",Moretti,Bevande,Acqua,pz,95,16,OK,10.91,13.42,23.0,22,Agrimax Coop,A09,2028-05-29
SKU14553,Succo ACE,Fanta,Bevande,Alcol,L,90,21,OK,17.03,25.56,50.1,22,Nord Food SpA,D02,2029-03-30
SKU14559,Baguette,Gran Cereale,Pane e Bakery,Pane,pz,95,16,OK,7.1,8.78,23.7,10,Nord Food SpA,A03,2026-07-23
SKU14560,Crema idratante viso 50ml,L'Oréal,Igiene Personale,Detersivi corpo,g,143,12,OK,13.19,19.36,46.8,22,Import & Export Frescura,K05,2028-09-02
SKU14569,Merluzzo filetto,Benessere,Pesce,Molluschi,kg,220,30,OK,20.14,30.78,52.8,10,Fresh Logistics Srl,L01,2026-07-04
SKU14576,Mais in scatola,Cirio,Conserve e Legumi,Verdure conservate,ml,11,20,CRITICO,5.76,8.47,47.0,10,Nord Food SpA,C02,2028-03-30
SKU14579,Succo di arancia 100%,Moretti,Bevande,Acqua,pz,4,14,CRITICO,10.91,15.06,38.0,22,Import & Export Frescura,C04,2029-05-02
SKU14586,Zucchine,MarcaRe,Frutta e Verdura,Funghi,mazzo,24,20,OK,9.65,11.16,15.6,4,Import & Export Frescura,F07,2026-07-10
SKU14592,Pane di segale,Gran Cereale,Pane e Bakery,Grissini e Crackers,pz,178,14,OK,13.98,16.34,16.9,10,Nord Food SpA,G06,2026-07-09
SKU14593,Branzino intero,Rio Mare,Pesce,Pesce conservato,kg,185,27,OK,4.14,6.41,54.8,10,Agrimax Coop,B08,2026-07-01
SKU14599,Spinaci surgelati 1kg,Findus,Surgelati,Piatti pronti,g,12,8,OK,7.49,10.97,46.5,10,Import & Export Frescura,F10,2028-05-13
SKU14606,Tortiglioni 500g,De Cecco,Pasta e Riso,Pasta lunga,kg,220,15,OK,16.46,19.72,19.8,4,Mediterr. Foods,L07,2027-04-27
SKU14615,Filetto di salmone surgelato,Rana,Surgelati,Gelati,g,82,13,OK,13.54,18.23,34.6,10,Nord Food SpA,E08,2027-06-24
SKU14617,Carciofi sott'olio,Cirio,Conserve e Legumi,Pomodoro,g,177,11,OK,18.57,26.82,44.4,10,Mediterr. Foods,B01,2027-07-28
SKU14618,Salsa di pomodoro pronta,Heinz,Condimenti e Spezie,Aceto,g,87,8,OK,22.97,28.14,22.5,10,Continental Trade,I12,2027-08-10
SKU14623,Rasoio usa e getta x3,Head & Shoulders,Igiene Personale,Igiene orale,g,56,9,OK,4.57,6.18,35.2,22,Mediterr. Foods,K09,2030-05-12
SKU14627,Lucidante mobili spray,Lysoform,Pulizia Casa,Detersivi lavatrice,L,78,26,OK,2.2,2.9,31.8,22,Mediterr. Foods,B13,2028-02-06
SKU14631,Rucola,Benessere,Frutta e Verdura,Erbe aromatiche,kg,90,19,OK,1.09,1.54,41.3,4,Continental Trade,B07,2026-07-03
SKU14638,Tonno in scatola al naturale,Callipo,Pesce,Pesce conservato,g,112,6,OK,14.21,19.23,35.3,10,Nord Food SpA,A13,2026-07-08
SKU14645,Latte solare SPF30,L'Oréal,Igiene Personale,Rasatura,pz,70,24,OK,8.44,11.07,31.2,22,Frigo Transport SpA,B13,2027-10-06
SKU14649,Asiago,Granarolo,Latticini e Uova,Latte,g,61,13,OK,1.77,2.06,16.4,10,Nord Food SpA,E11,2026-07-17
SKU14656,Taralli pugliesi,Mulino Bianco,Pane e Bakery,Grissini e Crackers,g,68,27,OK,6.39,9.45,47.9,10,Agrimax Coop,D08,2026-07-25
SKU14661,Spazzolino manuale x2,Dove,Igiene Personale,Rasatura,pz,232,21,OK,20.63,24.5,18.8,22,Import & Export Frescura,L12,2028-10-26
SKU14664,Dado di carne,Mutti,Conserve e Legumi,Pomodoro,pz,36,19,OK,4.92,6.31,28.3,10,Mediterr. Foods,H05,2027-11-30
SKU14665,Tacchino a fette,Amadori,Carne,Pollame,conf,152,5,OK,5.03,7.31,45.3,10,Fresh Logistics Srl,A01,2026-07-05
SKU14669,Ringo classici,Mulino Bianco,Dolci e Snack,Cioccolato,conf,213,14,OK,22.98,31.64,37.7,22,Continental Trade,C13,2027-02-21
SKU14671,Camembert,Yomo,Latticini e Uova,Uova,pz,89,28,OK,20.69,27.54,33.1,10,Mediterr. Foods,E05,2026-07-26
SKU14679,Rosmarino,Bonduelle,Frutta e Verdura,Funghi,kg,198,21,OK,8.64,11.09,28.4,4,Import & Export Frescura,L11,2026-07-06
SKU14680,Prosciutto cotto alta qualità,Beretta,Carne,Suino,pz,7,20,CRITICO,18.56,22.4,20.7,10,Frigo Transport SpA,G03,2026-07-01
SKU14682,Cozze,MarcaRe,Pesce,Pesce conservato,conf,139,26,OK,27.04,40.58,50.1,10,Agrimax Coop,E08,2026-07-08
SKU14688,Olive verdi denocciolate,Star,Conserve e Legumi,Pomodoro,pz,48,14,OK,11.86,18.35,54.7,10,Continental Trade,L15,2027-12-09
SKU14690,Wasa croccante,Gran Cereale,Pane e Bakery,Fette biscottate,g,237,20,OK,8.29,12.75,53.8,10,Mediterr. Foods,L10,2026-07-12
SKU14699,Couscous 500g,Arborio,Pasta e Riso,Riso,g,16,14,OK,18.7,23.78,27.2,4,Mediterr. Foods,A11,2027-08-02
SKU14704,"Acqua frizzante 0,5L",Nestlé Pure Life,Bevande,Acqua,L,169,16,OK,13.83,15.93,15.2,22,Import & Export Frescura,C06,2027-12-16
SKU14709,Carta cucina 2 rotoli,Fairy,Pulizia Casa,Detersivi cucina,pz,187,9,OK,26.72,38.35,43.5,22,Fresh Logistics Srl,B06,2029-02-10
SKU14713,Lattuga,Bonduelle,Frutta e Verdura,Funghi,kg,108,17,OK,7.19,10.22,42.1,4,Import & Export Frescura,F03,2026-07-07
SKU14718,Bresaola,Benessere,Carne,Pollame,kg,51,29,OK,22.58,27.22,20.5,10,Frigo Transport SpA,J07,2026-07-01
SKU14723,Rigatoni 500g,Garofalo,Pasta e Riso,Cereali secchi,kg,46,22,OK,16.0,22.42,40.1,4,Nord Food SpA,C06,2028-06-14
SKU14731,Crema idratante viso 50ml,Gillette,Igiene Personale,Rasatura,g,90,19,OK,26.2,37.6,43.5,22,Frigo Transport SpA,H01,2030-01-25
SKU14732,Spinaci surgelati 1kg,Nestlé,Surgelati,Pesce surgelato,conf,201,14,OK,2.75,3.32,20.7,10,Continental Trade,G06,2027-01-02
SKU14741,Tè verde 25 filtri,Fanta,Bevande,Acqua,pz,103,9,OK,1.78,2.65,48.9,22,Continental Trade,H13,2029-04-30
SKU14742,Latte fresco intero,Parmigiano Reggiano,Latticini e Uova,Latte,pz,152,15,OK,23.29,32.84,41.0,10,Fresh Logistics Srl,I04,2026-07-24
SKU14743,Uova fresche L x6,Danone,Latticini e Uova,Uova,kg,36,21,OK,20.16,28.84,43.1,10,Agrimax Coop,D13,2026-07-12
SKU14748,Maionese 250g,Knorr,Condimenti e Spezie,Aceto,ml,159,20,OK,27.7,31.93,15.3,10,Nord Food SpA,A01,2027-02-27
SKU14750,Verdure miste 750g,Bird's Eye,Surgelati,Gelati,g,113,21,OK,5.96,7.98,33.9,10,Nord Food SpA,F02,2027-10-13
SKU14758,Pollo intero,Fiorucci,Carne,Bovino,conf,157,26,OK,23.06,32.8,42.2,10,Agrimax Coop,K13,2026-06-28
SKU14761,Coppa di testa,Beretta,Carne,Salumi,conf,51,22,OK,5.03,7.28,44.7,10,Import & Export Frescura,E15,2026-07-08
SKU14763,Tè freddo al limone,Sprite,Bevande,Acqua,pz,204,27,OK,18.8,24.56,30.6,22,Frigo Transport SpA,H04,2027-05-23
SKU14764,Riso Basmati 500g,Barilla,Pasta e Riso,Cereali secchi,g,8,14,CRITICO,15.93,18.39,15.4,4,Macro Distribuzione,C06,2028-04-15
SKU14772,Spaghetti n.5 500g,De Cecco,Pasta e Riso,Riso,kg,53,21,OK,10.21,15.24,49.3,4,Continental Trade,B02,2027-06-19
SKU14775,Dado vegetale,Star,Conserve e Legumi,Verdure conservate,pz,35,30,OK,9.7,13.93,43.6,10,Import & Export Frescura,G11,2027-03-02
SKU14783,Fette biscottate classiche,Galbusera,Pane e Bakery,Fette biscottate,pz,168,29,OK,16.26,24.73,52.1,10,Agrimax Coop,L14,2026-07-23
SKU14789,Birra Peroni 33cl,Barilla,Bevande,Bibite,L,40,28,OK,2.17,2.52,16.1,22,Nord Food SpA,I08,2028-11-17
SKU14797,Ceci in scatola,Cirio,Conserve e Legumi,Condimenti,ml,228,28,OK,3.22,4.84,50.3,10,Nord Food SpA,B01,2028-09-09
SKU14802,Latte scremato,Yomo,Latticini e Uova,Latte,conf,155,16,OK,21.07,27.95,32.7,10,Macro Distribuzione,B13,2026-07-31
SKU14809,Wurstel di pollo,Beretta,Carne,Suino,kg,73,26,OK,5.72,7.7,34.6,10,Agrimax Coop,H07,2026-07-06
SKU14813,Latte parzialmente scremato,Danone,Latticini e Uova,Formaggi,L,207,6,OK,26.89,31.96,18.9,10,Macro Distribuzione,G15,2026-08-08
SKU14822,Burro 250g,Grana Padano DOP,Latticini e Uova,Uova,kg,164,28,OK,19.2,29.44,53.3,10,BioItalia Srl,D09,2026-08-08
SKU14830,Pizza prosciutto surgelata,Algida,Surgelati,Verdure surgelate,kg,205,9,OK,17.43,23.94,37.3,10,Frigo Transport SpA,K11,2027-09-14
SKU14832,"Acqua naturale 0,5L",Sanpellegrino,Bevande,Bibite,L,127,8,OK,21.97,27.89,26.9,22,Fresh Logistics Srl,J04,2027-11-26
SKU14833,Baccalà secco,Callipo,Pesce,Pesce conservato,kg,247,10,OK,11.11,14.37,29.3,10,Continental Trade,J13,2026-07-01
SKU14842,Tè freddo alla pesca,Fanta,Bevande,Acqua,pz,228,27,OK,11.36,13.32,17.3,22,Import & Export Frescura,L03,2027-01-22
SKU14843,Capperi sotto sale,Valfrutta,Conserve e Legumi,Legumi,pz,35,6,OK,5.85,8.81,50.6,10,Macro Distribuzione,L05,2029-06-09
SKU14844,Trota filetto,Rio Mare,Pesce,Pesce fresco,g,179,24,OK,22.62,31.11,37.5,10,Nord Food SpA,H02,2026-07-07
SKU14846,Gelato vaniglia 1L,Bird's Eye,Surgelati,Pesce surgelato,conf,127,6,OK,7.79,9.09,16.7,10,Macro Distribuzione,H06,2027-12-27
SKU14851,Sale per lavastoviglie,Ariel,Pulizia Casa,Detersivi cucina,rotoli,207,30,OK,26.1,30.29,16.1,22,Fresh Logistics Srl,G08,2027-08-02
SKU14860,Biscotti integrali,Ferrero,Dolci e Snack,Snack salati,conf,179,18,OK,21.51,30.72,42.8,22,Agrimax Coop,B15,2027-12-16
SKU14862,Tè verde 25 filtri,Sprite,Bevande,Bibite,L,60,6,OK,10.04,12.92,28.7,22,Fresh Logistics Srl,A03,2027-08-12
SKU14869,Dentifricio sbiancante 75ml,Gillette,Igiene Personale,Detersivi corpo,ml,63,28,OK,1.57,2.31,47.1,22,Distribuzione Sud Srl,C03,2029-12-10
SKU14872,Spaghetti integrali 500g,Garofalo,Pasta e Riso,Pasta lunga,kg,74,12,OK,9.99,14.11,41.2,4,Mediterr. Foods,L04,2027-04-27
SKU14874,Scamorza affumicata,Müller,Latticini e Uova,Formaggi,kg,229,16,OK,6.0,8.59,43.2,10,Import & Export Frescura,G04,2026-08-07
SKU14879,Pesto alla genovese 190g,Star,Condimenti e Spezie,Olio,ml,128,22,OK,25.04,31.99,27.8,10,Macro Distribuzione,H01,2028-06-21
SKU14887,Rigatoni 500g,De Cecco,Pasta e Riso,Riso,g,59,21,OK,25.56,38.0,48.7,4,Nord Food SpA,G06,2029-01-03
SKU14890,Melone,Natura+,Frutta e Verdura,Funghi,kg,5,8,CRITICO,18.3,24.37,33.2,4,Import & Export Frescura,E12,2026-07-07
SKU14897,Rigatoni 500g,Barilla,Pasta e Riso,Cereali secchi,kg,4,20,CRITICO,8.03,11.19,39.4,4,Mediterr. Foods,A12,2027-08-09
SKU14901,Baguette,SmartBuy,Pane e Bakery,Grissini e Crackers,g,195,22,OK,1.75,2.23,27.4,10,Fresh Logistics Srl,F12,2026-07-19
SKU14905,Detersivo lavatrice liquido 2L,Scottex,Pulizia Casa,Detersivi lavatrice,ml,200,18,OK,20.4,28.53,39.9,22,Continental Trade,G10,2029-02-03
SKU14914,Nutella 400g,Nestlé,Dolci e Snack,Snack salati,pz,41,13,OK,20.22,29.47,45.7,22,BioItalia Srl,C04,2026-10-09
